7,138439093579130E-6
-0,000020016345073924
-0,000040656150203487
-0,000062450633933317
-0,000088308698964053
-0,000131947446480172
-0,000152574646973365
-0,000208762369446573
-0,000264211048963322
-0,000280680943781105
-0,000396082643974003
-0,000419191927089544
-0,000480014079590066
-0,000634889014433859
-0,000604852721348917
-0,000781691758433823
-0,000885408031799778
-0,000882689871904796
-0,001153896491954187
-0,001161107922566523
-0,001301290558273490
-0,001525492556586252
-0,001572422102201124
-0,001784348225742063
-0,001940171278986142
-0,002188590892397575
-0,002185899267811493
-0,002641908483388559
-0,002807265212633056
-0,002607296415476518
-0,003804868895938195
-0,003029461115994234
-0,003630337844828749
-0,005017524247783075
-0,002888050749136937
-0,005887886445396390
-0,005228724982516171
-0,003522905706693730
-0,008967723170060232
-0,003803523580705916
-0,006794433967108857
-0,010754234917160295
-0,002181009097880215
-0,013350486033401280
-0,008660978422767064
-0,004304090478926161
-0,020469840318792672
-0,002786044372398729
-0,014243171448693042
-0,022283834682347861
 0,001302547906579243
-0,031834565529480746
-0,013841634014232312
-0,006889764047317246
-0,049788499897096335
 0,002631630175369882
-0,039034856753873234
-0,055444141027686668
 0,011940817927610391
-0,110029267483753288
-0,034704043819454612
-0,036692208577077154
-0,346641761350345579
 0,135536659018131278
 0,697658982859835075
 0,225474705754681676
-0,024406780205300242
 0,147576019611228182
 0,018662684413580873
 0,023986598732892880
 0,073245491307804916
-0,007731609441714933
 0,041913586705423098
 0,028895387360290167
-0,000573302751505303
 0,038986186311568714
 0,005730263274432743
 0,012181779196268014
 0,025291089168609650
-0,000109521422169299
 0,018488694687325752
 0,011615530141527048
 0,003270537112387380
 0,016636498079811237
 0,004042113771068580
 0,007667129011103804
 0,010826127443104681
 0,002528616989380146
 0,008910519643211179
 0,005740027537088897
 0,003688501059030997
 0,007235813881460705
 0,003297325690821416
 0,004506427631558136
 0,004788607857932449
 0,002773937369772972
 0,004081613581690239
 0,003100238714679902
 0,002704316625153874
 0,003038156155963976
 0,002321328703183221
 0,002334984875678910
 0,002147448751191674
 0,001911041491707492
 0,001746331742158322
 0,001617369863226430
 0,001484365567716432
 0,001242737219057608
 0,001262359770349770
 0,001033550608888801
 0,000919099453139459
 0,000919405484372382
 0,000680194398396590
 0,000686131698211959
 0,000593338447842961
 0,000453448755412331
 0,000466867675424286
 0,000345967523168699
 0,000296714355088191
 0,000268804424237636
 0,000187516717824295
 0,000166599568906029
 0,000124383695063181
 0,000085999027228655
 0,000065170262058095
 0,000038008029393194
 0,000020334085976495
 7,079498198813120E-6

