 7,079498198828290E-6
 0,000020334085976297
 0,000038008029392934
 0,000065170262058734
 0,000085999027228912
 0,000124383695062468
 0,000166599568906514
 0,000187516717823984
 0,000268804424236647
 0,000296714355089512
 0,000345967523168967
 0,000466867675423450
 0,000453448755412990
 0,000593338447842516
 0,000686131698211114
 0,000680194398397438
 0,000919405484373252
 0,000919099453139027
 0,001033550608888394
 0,001262359770350159
 0,001242737219056449
 0,001484365567716044
 0,001617369863228469
 0,001746331742157711
 0,001911041491706541
 0,002147448751192913
 0,002334984875677710
 0,002321328703182267
 0,003038156155966404
 0,002704316625153994
 0,003100238714678039
 0,004081613581691826
 0,002773937369772097
 0,004788607857929755
 0,004506427631561423
 0,003297325690820943
 0,007235813881458755
 0,003688501059033872
 0,005740027537086191
 0,008910519643211242
 0,002528616989381857
 0,010826127443102971
 0,007667129011107099
 0,004042113771064895
 0,016636498079811855
 0,003270537112390076
 0,011615530141518523
 0,018488694687334540
-0,000109521422171797
 0,025291089168601105
 0,012181779196283131
 0,005730263274418242
 0,038986186311570178
-0,000573302751491526
 0,028895387360265385
 0,041913586705443720
-0,007731609441720986
 0,073245491307781477
 0,023986598732933458
 0,018662684413530094
 0,147576019611237369
-0,024406780205253706
 0,225474705754464128
 0,697658982859832855
 0,135536659018434591
-0,346641761350362509
-0,036692208577177067
-0,034704043819389213
-0,110029267483786997
 0,011940817927599242
-0,055444141027658565
-0,039034856753906083
 0,002631630175385414
-0,049788499897094989
-0,006889764047334668
-0,013841634014212817
-0,031834565529492084
 0,001302547906576740
-0,022283834682336981
-0,014243171448705337
-0,002786044372393373
-0,020469840318790223
-0,004304090478932091
-0,008660978422762282
-0,013350486033404363
-0,002181009097880938
-0,010754234917159274
-0,006794433967110725
-0,003803523580702690
-0,008967723170062213
-0,003522905706694239
-0,005228724982513928
-0,005887886445399710
-0,002888050749135412
-0,005017524247780767
-0,003630337844831313
-0,003029461115993581
-0,003804868895937623
-0,002607296415478965
-0,002807265212632468
-0,002641908483386576
-0,002185899267812683
-0,002188590892397716
-0,001940171278985091
-0,001784348225743808
-0,001572422102201165
-0,001525492556584442
-0,001301290558273989
-0,001161107922566836
-0,001153896491953867
-0,000882689871905584
-0,000885408031800444
-0,000781691758432976
-0,000604852721348113
-0,000634889014434683
-0,000480014079589893
-0,000419191927089272
-0,000396082643975282
-0,000280680943780345
-0,000264211048962377
-0,000208762369447438
-0,000152574646973047
-0,000131947446480123
-0,000088308698964846
-0,000062450633932969
-0,000040656150203084
-0,000020016345074035
-7,138439093643140E-6

